index,ground_truth,prediction,correct,edit_distance,gt_length,pred_length
564,BISMUTH,BISMUTH,True,0,7,7
565,MOMENTARILY,MOMENTARILY,True,0,11,11
566,ATTENDING,ATTENDING,True,0,9,9
567,EARPHONES,EARIDNG,False,5,9,7
568,ABSENTLY,ABSENTLY,True,0,8,8
569,AHOY,AHOY,True,0,4,4
570,CATSUIT,CATSUIT,True,0,7,7
571,STRAGGLING,STRAGGLING,True,0,10,10
572,BUMPIER,BUMPIER,True,0,7,7
573,INURING,INURING,True,0,7,7
574,UNPEOPLE,UNPEOPLE,True,0,8,8
575,FLANNEL,FLANNEL,True,0,7,7
576,ANNUITIES,ANNUITIES,True,0,9,9
577,TYREE,TYREE,True,0,5,5
578,UNCANNIEST,UNCANNIESS,False,1,10,10
579,UNDECEIVING,UNDOCEROY,False,6,11,9
580,HOUSEBROKEN,HOUSEBROKEN,True,0,11,11
581,LI,LI,True,0,2,2
582,POLICEWOMAN,CALCKWORMLN,False,6,11,11
583,GRIT,GRIT,True,0,4,4
584,SHOESTRINGS,SHOESTRINGS,True,0,11,11
585,CHISINAU,CHISINAL,False,1,8,8
586,HALFPENNIES,HALFPENNIES,True,0,11,11
587,NEWSCAST,REUTCAST,False,3,8,8
588,RAILED,RAILED,True,0,6,6
589,PHOTOGRAPHER,PHOTOGRAPHER,True,0,12,12
590,REPORTEDLY,REPOUTEDLY,False,1,10,10
591,SLAGS,SLIGS,False,1,5,5
592,KIP,KIP,True,0,3,3
593,RAVAGE,RAVAGE,True,0,6,6
594,RPS,RPS,True,0,3,3
595,PLAINTIVELY,PLAINTIVELY,True,0,11,11
596,YAMMER,YAMMER,True,0,6,6
597,YES,YES,True,0,3,3
598,RUFFIANS,RUFFIANS,True,0,8,8
599,VICARS,VICARS,True,0,6,6
600,ACYCLOVIR,ACYCLOVIR,True,0,9,9
601,COMBS,COMBS,True,0,5,5
602,NOELS,NOELS,True,0,5,5
603,LIGHTHEARTEDLY,NCANREAITEDLY,False,7,14,13
604,UNBALANCE,UNBALANCE,True,0,9,9
605,INVENT,INVENT,True,0,6,6
606,CARROTY,CARROTY,True,0,7,7
607,INDISSOLUBLE,INDISSOLUBLE,True,0,12,12
608,WIST,WLIST,False,1,4,5
609,ACCOUTERMENTS,ACCOUTERMENTS,True,0,13,13
610,BACKBITER,BACKBITER,True,0,9,9
611,FITMENT,FITMENT,True,0,7,7
612,TRAMMEL,TRAMMEL,True,0,7,7
613,RADIATE,RADIATE,True,0,7,7
614,SKEPTICAL,SKEPTICAL,True,0,9,9
615,FINKING,FINKING,True,0,7,7
616,SEWER,SEWER,True,0,5,5
617,REPARABLE,REPARABLE,True,0,9,9
618,EXCEPTING,EXCEPTING,True,0,9,9
619,INTERJECTIONS,LATENPTIONS,False,6,13,11
620,UNALIGNED,UNALIGNED,True,0,9,9
621,AFOOT,AFOOT,True,0,5,5
622,ARCHDUKES,ARCHDUKES,True,0,9,9
623,DOUSING,DOUSING,True,0,7,7
624,MICROBIOLOGICAL,MIRABITOLOGICAL,False,3,15,15
625,SEPARATIVE,RENRATIVE,False,3,10,9
626,RASCALS,RASCALS,True,0,7,7
627,WARRANTING,WARRANTING,True,0,10,10
628,SIGN,SIGN,True,0,4,4
629,OVERAGES,OVERAGES,True,0,8,8
630,SQUEAMISHLY,QUEAMISHLY,False,1,11,10
631,JOUNCES,JOUNCES,True,0,7,7
632,AILING,AILING,True,0,6,6
633,TIPPETS,TIPPETS,True,0,7,7
634,LATENESS,LATENESS,True,0,8,8
635,JUDICIOUSLY,JUDICIOUSLY,True,0,11,11
636,THRONGS,THRONGS,True,0,7,7
637,OUTDOES,OUTDOES,True,0,7,7
638,MES,MES,True,0,3,3
639,GOTHICS,GOTHICS,True,0,7,7
640,HURLS,HURLS,True,0,5,5
641,TRUED,TRUED,True,0,5,5
642,ASHING,ASHING,True,0,6,6
643,RELABELING,RELABELING,True,0,10,10
644,OBVIATED,OBVIATED,True,0,8,8
645,TRIPLET,TRIPLET,True,0,7,7
646,RIDERLESS,RIDERLESS,True,0,9,9
647,WHITENER,WHITENER,True,0,8,8
648,APARTMENT,APARTMENT,True,0,9,9
649,UNHANDED,UNHANDED,True,0,8,8
650,DONATE,DONATE,True,0,6,6
651,ASTRONAUTS,ASTRONAUTS,True,0,10,10
652,SPENDER,SPENDER,True,0,7,7
653,VANCOUVER,VANCOUVER,True,0,9,9
654,CREMATION,CREMATION,True,0,9,9
655,PERISHABLE,PERISHABLE,True,0,10,10
656,SLICER,SLICER,True,0,6,6
657,MANATEE,MANATEE,True,0,7,7
658,INVEIGLER,INVEIGLER,True,0,9,9
659,NEUTERING,NEUTERING,True,0,9,9
660,FORESTRY,FORESTRY,True,0,8,8
661,REFINANCING,ANTARCING,False,6,11,9
662,FLATFISH,FLATFISH,True,0,8,8
663,TATTERDEMALIONS,TATTERDEMALIONS,True,0,15,15
664,OFFERS,OFFERS,True,0,6,6
665,SECURITY,SECURITY,True,0,8,8
666,BULLETPROOFED,BULLETPROOFED,True,0,13,13
667,EAVES,EAVES,True,0,5,5
668,BEEFING,BEEFING,True,0,7,7
669,TACKIER,TACKIER,True,0,7,7
670,EMBLAZONING,EMBLAZONING,True,0,11,11
671,LITTLEST,LUTTLEST,False,1,8,8
672,BILLED,BILLED,True,0,6,6
673,TOMBOY,TOMBOY,True,0,6,6
674,BUSTERS,BUSTERS,True,0,7,7
675,SURRENDERS,SURRENDERS,True,0,10,10
676,TRIVIALITIES,TRIMIALITIES,False,1,12,12
677,UPSTANDING,UPSTANDING,True,0,10,10
678,HANDGUNS,HANDGUNS,True,0,8,8
679,PATROL,PATROL,True,0,6,6
680,PAYPHONES,PAXPHONES,False,1,9,9
681,SHIPBOARDS,SHRPBOARDS,False,1,10,10
682,GYPSTERS,GYPSTERS,True,0,8,8
683,CLANGER,CLANGER,True,0,7,7
684,INTERPENETRATE,INTERPENETRATE,True,0,14,14
685,LABORS,LABORS,True,0,6,6
686,REFRAIN,REFFARAIN,False,2,7,9
687,FIDGET,FIDGET,True,0,6,6
688,SNOWFALL,SNOWFALL,True,0,8,8
689,STAGINGS,SAGINGS,False,1,8,7
690,PERFUMER,PERFUMER,True,0,8,8
691,FARAWAY,FARAWAY,True,0,7,7
692,DIZZYING,DIZZYING,True,0,8,8
693,GENERATES,GENERATES,True,0,9,9
694,STACEY,STACEY,True,0,6,6
695,POLYTECHNIC,POLYTECHNIC,True,0,11,11
696,PARADER,PARADER,True,0,7,7
697,DECONTAMINATE,DECONTAMINATE,True,0,13,13
698,RIPTIDE,RIPTIDE,True,0,7,7
699,SEINER,SEINER,True,0,6,6
700,NIGHTSHADES,NIGHTSHADES,True,0,11,11
701,YUMMIEST,YUMMIEST,True,0,8,8
702,AMORTIZED,AMORTIZED,True,0,9,9
703,ALLEGORY,ALLEGORY,True,0,8,8
704,TRUG,TRUG,True,0,4,4
705,SHENANIGAN,SHENANIGAN,True,0,10,10
706,CIRCUITING,CIRCUITING,True,0,10,10
707,CARBINE,CARBINE,True,0,7,7
708,SLIDERS,STILERS,False,2,7,7
709,BONANZAS,BONANZAS,True,0,8,8
710,DULY,DULY,True,0,4,4
711,PROLOGUES,PROLOGUES,True,0,9,9
712,MASTERY,MASTERY,True,0,7,7
713,KAPLAN,KAPILANE,False,2,6,8
714,ENDPOINTS,ENDPOINTS,True,0,9,9
715,DESCENDING,DESCENDING,True,0,10,10
716,PHONICALLY,PHONICALLY,True,0,10,10
717,HEATWAVE,HEATWAVE,True,0,8,8
718,GOBBLE,GOBBLE,True,0,6,6
719,MARCHED,MARCHED,True,0,7,7
720,DEODORIZED,DEATORIZED,False,2,10,10
721,SPILLAGES,SPILLAGES,True,0,9,9
722,BEDEVILS,BEDEVILS,True,0,8,8
723,INVESTIGATORY,INVESTIGATORY,True,0,13,13
724,HIMSELF,HIMSELF,True,0,7,7
725,MASQUERADED,MASQUERADED,True,0,11,11
726,PASHAS,PASHAS,True,0,6,6
727,MUNITIONING,MUNICIONING,False,1,11,11
728,COLORLESSLY,COLORLESSLY,True,0,11,11
729,THINNESS,THINNESS,True,0,8,8
730,OVERWRITE,OVERWRITE,True,0,9,9
731,PENETRATIONS,PENETRATIONS,True,0,12,12
732,REBROADCASTS,REBROADCASTS,True,0,12,12
733,CONFUCIANISMS,CONFUCIANISMS,True,0,13,13
734,STEELING,STEELING,True,0,8,8
735,PANTOMIMIC,PANTOMNALE,False,4,10,10
736,VANDALIZES,VANDALIZES,True,0,10,10
737,PREVENTATIVES,PREVENTATIVES,True,0,13,13
738,DISQUIETS,DISQUIETS,True,0,9,9
739,REMIGRATED,REMIGRATED,True,0,10,10
740,HOOTED,HOOTED,True,0,6,6
741,KUZNETSK,KUZNETSK,True,0,8,8
742,PARTISANSHIP,PARTISANSHIP,True,0,12,12
743,VET,VET,True,0,3,3
744,PERSUADE,PERSUADE,True,0,8,8
745,AIDED,AIDED,True,0,5,5
746,ILLITERATES,ILLITERATES,True,0,11,11
747,JULIUS,JULIUS,True,0,6,6
748,MANS,MANS,True,0,4,4
749,ACADEMY,ACADEMY,True,0,7,7
750,TUNEFULNESS,TUNEFULNESS,True,0,11,11
751,ES,ES,True,0,2,2
752,SPIFFED,SPIFFED,True,0,7,7
753,GRUFFER,GRUFFER,True,0,7,7
754,HULL,HULL,True,0,4,4
755,ELASTICALLY,ELASTICALLY,True,0,11,11
756,ECUMENISM,ECUMENISM,True,0,9,9
757,SICKER,SICKER,True,0,6,6
758,LACQUERS,LACQUERS,True,0,8,8
759,CORNEAL,CORNEAL,True,0,7,7
760,RARENESS,RARENESS,True,0,8,8
761,SULKING,SULKING,True,0,7,7
762,VENOMOUS,VENOMOUS,True,0,8,8
763,QUART,QUART,True,0,5,5
764,VIXENISHLY,VIXENSHLY,False,1,10,9
765,STURGEON,STURGEON,True,0,8,8
766,INTERWEAVING,INTENVEATING,False,3,12,12
767,CLAMORED,CLAMORED,True,0,8,8
768,DOWNSIZE,DOWNSIZE,True,0,8,8
769,STINGRAYS,SURERESD,False,7,9,8
770,BOOK,BOOK,True,0,4,4
771,MOTHERBOARDS,WOTHERBOARDS,False,1,12,12
772,SLEETY,SLEETY,True,0,6,6
773,DISROBES,DISROBES,True,0,8,8
774,UNUSUAL,UNUSUAL,True,0,7,7
775,SECULARIST,SECULARIST,True,0,10,10
776,BURSTING,BUBSING,False,2,8,7
777,DAZZLERS,DAZZLERS,True,0,8,8
778,HAROLD,HAROLD,True,0,6,6
779,BEEFINESS,BEEFINESS,True,0,9,9
780,PATOIS,PATOIS,True,0,6,6
781,RESPIRATORY,RESPRATARY,False,2,11,10
782,EPIC,EPIC,True,0,4,4
783,REPROGRAMS,REPROGRAMS,True,0,10,10
784,BARRETT,BARRETT,True,0,7,7
785,UNEXPLAINED,UNEXPLEAINED,False,1,11,12
786,JOSHERS,JOSHERS,True,0,7,7
787,BELCH,BELCH,True,0,5,5
788,PLAYHOUSE,PLAYHOUSE,True,0,9,9
789,SYLLABICATED,SYLLABICATED,True,0,12,12
790,REFRESHED,REFRESHED,True,0,9,9
791,INCUMBENCY,INCUMBENCY,True,0,10,10
792,PRESCIENTLY,PRESCIENTLY,True,0,11,11
793,BLURRED,BLURRED,True,0,7,7
794,FLINCHES,FLINCHES,True,0,8,8
795,TERRI,TERRI,True,0,5,5
796,NECKERCHIEF,NECKERCHIEF,True,0,11,11
797,MINORITY,MINORITY,True,0,8,8
798,PHYS,PHYS,True,0,4,4
799,GERMINATED,GERMINATED,True,0,10,10
800,TURBINES,TURBINES,True,0,8,8
801,GOVERNORSHIP,GOVERNORSHIP,True,0,12,12
802,DONNIE,DONNIE,True,0,6,6
803,IMPONDERABLE,IMPONDERABLE,True,0,12,12
804,BRADLY,BRADLY,True,0,6,6
805,BLADED,BLADED,True,0,6,6
806,WHITENERS,WHITENERS,True,0,9,9
807,RUSTICATES,RUSTICATES,True,0,10,10
808,SPRITZING,SPRITZING,True,0,9,9
809,CHICER,CHICER,True,0,6,6
810,DELIVER,DELIVER,True,0,7,7
811,MARZIPAN,MARZIPAN,True,0,8,8
812,DECIDUOUS,DECIDUOUS,True,0,9,9
813,POLICY,POLIEYE,False,2,6,7
814,CRUMBLES,CRUMBLES,True,0,8,8
815,INEXPERTLY,INEXPERTLY,True,0,10,10
816,TUBERCLE,TUBERCLE,True,0,8,8
817,ZIGZAGGED,ZIGZAGGED,True,0,9,9
818,SATAN,SATAN,True,0,5,5
819,ILA,ULA,False,1,3,3
820,MARINER,MARINER,True,0,7,7
821,HELMET,HELMET,True,0,6,6
822,SYNTHETICALLY,SYATHESTICALLY,False,2,13,14
823,MILDLY,MILDLY,True,0,6,6
824,CHRONOLOGIST,CHRONOLOGIST,True,0,12,12
825,ROTARIES,ROTARIES,True,0,8,8
826,CANTONESIA,CANTONESIA,True,0,10,10
827,BASSINET,BASSINET,True,0,8,8
828,OXBOWS,OXBOWS,True,0,6,6
829,KHALID,KHALID,True,0,6,6
830,OATH,CATIR,False,3,4,5
831,ARYANS,ARYANS,True,0,6,6
832,CLOG,CLOG,True,0,4,4
833,ADROITLY,ADROITLY,True,0,8,8
834,CORN,CORN,True,0,4,4
835,TUFT,TUFT,True,0,4,4
836,APOSTLE,APOSTLE,True,0,7,7
837,NOSED,NOSED,True,0,5,5
838,PEPYS,PEPYS,True,0,5,5
839,SUPPLANT,SUPPLANT,True,0,8,8
840,OPPRESSIVELY,OPPRESSIVELY,True,0,12,12
841,SMILEYS,SMILEYS,True,0,7,7
842,AFRIKAN,AFRIKAN,True,0,7,7
843,RESELLS,RESELS,False,1,7,6
844,INCINERATE,INCINERATE,True,0,10,10
845,REFUND,REFUND,True,0,6,6
846,PHONIC,PHONIC,True,0,6,6
847,ELMO,ELMO,True,0,4,4
848,AFFIRMING,AFFIRMING,True,0,9,9
849,GLORIOUSLY,GLORIOUSLY,True,0,10,10
850,TYPESETS,TYPESETS,True,0,8,8
851,VENEZUELAN,VENEZUVELAN,False,1,10,11
852,MIRE,MIRE,True,0,4,4
853,BLACKENING,BLACKENING,True,0,10,10
854,EXTERMINATED,EXTERMINATED,True,0,12,12
855,STAGIER,STAGIER,True,0,7,7
856,BUFFERS,BUFFERS,True,0,7,7
857,VIRGIN,VIRGIN,True,0,6,6
858,SACREDLY,SACREDLY,True,0,8,8
859,FRONTISPIECE,FRONTISPIECE,True,0,12,12
860,DOWNER,DOWNER,True,0,6,6
861,IGUASSU,IGUASSY,False,1,7,7
862,INADMISSIBLE,INADMISSIBLE,True,0,12,12
863,HIBERNATORS,HIBERNATORS,True,0,11,11
864,KNAVERY,KNAVERY,True,0,7,7
865,INSENSITIVELY,INSENSITIVELY,True,0,13,13
866,MALLET,MALLET,True,0,6,6
867,GLUE,GLUE,True,0,4,4
868,SUBPOENAING,LAIGRMIG,False,9,11,8
869,KEYPAD,KEYPAD,True,0,6,6
870,RUDDER,RUDDER,True,0,6,6
871,RADIATOR,RADIATOR,True,0,8,8
872,DECKHAND,DECKHAND,True,0,8,8
873,HOMBRE,HOMBRE,True,0,6,6
874,GULLS,GULLS,True,0,5,5
875,SUBTITLED,SUBTITLED,True,0,9,9
876,PASTEBOARD,PASTEBOARD,True,0,10,10
877,MYSTIC,MYSTIC,True,0,6,6
878,DIVERSIFYING,DIVERSIFYING,True,0,12,12
879,CALVED,CALRED,False,1,6,6
880,CONFIDES,CONFIDES,True,0,8,8
881,AXUM,AXUM,True,0,4,4
882,SNAPPIER,SNAPPIER,True,0,8,8
883,SUBTENDING,SUBTENDING,True,0,10,10
884,NEATENS,NEATENS,True,0,7,7
885,UNDERFED,UNDERFED,True,0,8,8
886,ASSIGNS,ASSIGNS,True,0,7,7
887,HARRIED,HARRIED,True,0,7,7
888,FITMENTS,FITMENTS,True,0,8,8
889,NEGATIVITY,NEGATIVITY,True,0,10,10
890,UNDERSIDE,UNDERSIDE,True,0,9,9
891,UNDERTAKES,UNDERTAKES,True,0,10,10
892,SNORER,SNORER,True,0,6,6
893,GYRO,GYRO,True,0,4,4
894,METEOROIDS,METEOROIDS,True,0,10,10
895,LOATHSOMENESS,LOATHSOMENESS,True,0,13,13
896,ROBOTIC,ROBOTIC,True,0,7,7
897,ROUES,ROUES,True,0,5,5
898,DITTOING,DITTOING,True,0,8,8
899,APPROVE,APPROVE,True,0,7,7
900,BIGOTRIES,BIGOTRIES,True,0,9,9
901,MOLLIE,MOLLE,False,1,6,5
902,PROTEINS,PROTEINS,True,0,8,8
903,DISRESPECTS,DISRESPECTS,True,0,11,11
904,EXORBITANCE,EWORBITANES,False,3,11,11
905,PSYCHICAL,PSYCHICAL,True,0,9,9
906,KRUGER,KRUGER,True,0,6,6
907,REDUNDANT,REDUNDANT,True,0,9,9
908,CANISTER,CANISTER,True,0,8,8
909,TURFY,TURFY,True,0,5,5
910,CLYDESDALE,CLYDESDALE,True,0,10,10
911,HYPHENATIONS,HYPHENATIONS,True,0,12,12
912,EATERS,EATERS,True,0,6,6
913,FAJITAS,FAJITAS,True,0,7,7
914,CUDDLIEST,CUDDLIEST,True,0,9,9
915,CLIQUIER,CLIQUIER,True,0,8,8
916,SCHIZOPHRENICS,SCHIZOPHRENICS,True,0,14,14
917,CRABBER,CRABBER,True,0,7,7
918,TROTH,TROTH,True,0,5,5
919,HELOISE,HELOISE,True,0,7,7
920,CRAW,CRAW,True,0,4,4
921,RENEWED,RENEWED,True,0,7,7
922,DECREASING,DECREASING,True,0,10,10
923,PINHOLES,PINHOLES,True,0,8,8
924,MAURICE,MAURICE,True,0,7,7
925,CHAPATTI,CHAPATTH,False,1,8,8
926,STACCATO,STACCATO,True,0,8,8
927,GIMPY,GIMPY,True,0,5,5
928,GARRISON,GARRISON,True,0,8,8
929,SOLIDIFIES,SOLIDIFIES,True,0,10,10
930,LONELY,LONELY,True,0,6,6
931,SETTABLE,SETTABLE,True,0,8,8
932,GUATEMALAN,GUATEMALAN,True,0,10,10
933,PLAYFELLOWS,PLAYFELLOWS,True,0,11,11
934,GOOEY,GOOEY,True,0,5,5
935,IMBALANCED,IMBALANCED,True,0,10,10
936,MYCOLOGY,MYCOLOGY,True,0,8,8
937,COLISEUMS,COLISEUMS,True,0,9,9
938,SCARVES,SCARVES,True,0,7,7
939,DYNAMISM,DYNAMISM,True,0,8,8
940,FOILED,FOILED,True,0,6,6
941,DYSLEXIC,OGLEXIC,False,3,8,7
942,RECEIVER,RECEIVER,True,0,8,8
943,FORTUITOUSNESS,FORTUITOUSNESS,True,0,14,14
944,AMOCO,AMOCO,True,0,5,5
945,CONDEMN,CONDEMN,True,0,7,7
946,COPILOT,COPILOT,True,0,7,7
947,QUECHUA,QUECHUA,True,0,7,7
948,BARD,BARD,True,0,4,4
949,HEALTHFULNESS,HEALTHFULNESS,True,0,13,13
950,PRAGUE,PRAGUE,True,0,6,6
951,DECRIMINALIZE,DECRIMINALIZE,True,0,13,13
952,ARCHITECTURES,ARCHITECTURES,True,0,13,13
953,OCEANSIDE,OCEANSIDE,True,0,9,9
954,APPELLATIONS,APPELLATIONS,True,0,12,12
955,NICKS,NICKS,True,0,5,5
956,HINDMOST,HINDMOST,True,0,8,8
957,CALLUS,CALLUS,True,0,6,6
958,DEFTNESS,DEFTNESS,True,0,8,8
959,TURRET,TURRET,True,0,6,6
960,UNDAMAGED,UNDAMAGED,True,0,9,9
961,INTERFAITH,INTERFAITH,True,0,10,10
962,SNIFF,SNIFF,True,0,5,5
963,NONPERFORMANCE,NONPERFORMANCE,True,0,14,14
964,PERFECTER,PERFECTER,True,0,9,9
965,CONTAMINATOR,CONTAMINATOR,True,0,12,12
966,CALIFORNIANS,CALIFORMIANS,False,1,12,12
967,TOILSOME,TOILSOME,True,0,8,8
968,LOUISIANA,LOUISIANA,True,0,9,9
969,TUTOR,TUTOR,True,0,5,5
970,ENQUIRINGLY,ENQUIRINGLY,True,0,11,11
971,RECREATIONS,RECREATIONS,True,0,11,11
972,PANELISTS,PANELISTS,True,0,9,9
973,FIREPOWER,FIREPOWER,True,0,9,9
974,CONCERTIZING,CONCERITIZING,False,1,12,13
975,BERENICE,BERENICE,True,0,8,8
976,REPUTES,REPUTES,True,0,7,7
977,KEELHAUL,KEELHAUL,True,0,8,8
978,LANKLY,LANKLY,True,0,6,6
979,UNINSTALLERS,UNINSTALLERS,True,0,12,12
980,COMFORTABLE,COMNFORTABLE,False,1,11,12
981,BEADIER,BEADIER,True,0,7,7
982,BESPANGLE,BESPANGLE,True,0,9,9
983,UNDERPAID,UNDERPAID,True,0,9,9
984,BISMARCK,BISMARCK,True,0,8,8
985,MOOCHED,MOOCHED,True,0,7,7
986,WATERSHED,WATERSHED,True,0,9,9
987,NUN,NUN,True,0,3,3
988,GUARANTORS,GUARANTORS,True,0,10,10
989,RUBBISHED,RUBBISHED,True,0,9,9
990,EVILLER,EVILLER,True,0,7,7
991,GIGGLY,GIGGLY,True,0,6,6
992,HYMNBOOK,HYMNHOOK,False,1,8,8
993,ADORER,ADORER,True,0,6,6
994,BINOCULAR,BINOCULAR,True,0,9,9
995,PARATROOPER,PARATROOPER,True,0,11,11
996,CAPTIVATE,CAPTIVATE,True,0,9,9
997,INCANDESCENCE,INCANDESCENCE,True,0,13,13
998,DICAPRIO,DICAPHIO,False,1,8,8
999,GAUCHER,GAUCHER,True,0,7,7
1000,RESOLE,RESOLE,True,0,6,6
1001,IOWANS,IOWANS,True,0,6,6
1002,FLYCATCHER,PHCRCHN,False,7,10,7
1003,HOMBRE,HOMBRE,True,0,6,6
1004,ACRONYMS,ACRONYMS,True,0,8,8
1005,DOSIMETERS,DOSIMETERS,True,0,10,10
1006,NAZARETH,NAZARETH,True,0,8,8
1007,TAWNY,TAWNY,True,0,5,5
1008,FASTIDIOUSLY,FASTIDIOUSLY,True,0,12,12
1009,UNMATCHED,UNMATCHED,True,0,9,9
1010,CROAK,CROAK,True,0,5,5
1011,INJURIOUS,INJURIOUS,True,0,9,9
1012,SOTTO,SOLLO,False,2,5,5
1013,ERIDANUS,ERIDANUS,True,0,8,8
1014,FOUNTAINHEADS,FOUNTAINHEADS,True,0,13,13
1015,HHONORS,HHONORS,True,0,7,7
1016,SAMUELSON,SAMUELSON,True,0,9,9
1017,AFTERTHOUGHT,AFTORTHINGST,False,4,12,12
1018,HYPERSPACES,HYPERSPACES,True,0,11,11
1019,REVELATIONS,REVELATIONS,True,0,11,11
1020,FIRST,FIRST,True,0,5,5
1021,THIMBLES,THIMBLES,True,0,8,8
1022,LOCATOR,LOCATOR,True,0,7,7
1023,PENANG,PENANG,True,0,6,6
1024,SLOPPY,SLOPPY,True,0,6,6
1025,FELLOWSHIPS,FELLOWSHIPS,True,0,11,11
1026,ANDRES,ANDRES,True,0,6,6
1027,MOTOR,MOTOR,True,0,5,5
1028,REPRINTS,REPRINTS,True,0,8,8
1029,ADVANCEMENTS,ADVANCEMENTS,True,0,12,12
1030,WEBSITES,WEBSITES,True,0,8,8
1031,CASSAVA,CASSAVA,True,0,7,7
1032,SLOW,SLOW,True,0,4,4
1033,CHAPLAINS,CHAPLAINS,True,0,9,9
1034,SCHNOZ,SCHNOZ,True,0,6,6
1035,AILERONS,PALETRONS,False,3,8,9
1036,PHYSICKING,PHYSICKING,True,0,10,10
1037,WANNEST,WANNEST,True,0,7,7
1038,BESEECHINGLY,ROCING,False,8,12,6
1039,NONINTELLECTUAL,NONINTELLIECTUUL,False,2,15,16
1040,CORCORAN,CORCORAN,True,0,8,8
1041,PERCOLATOR,PERCOLATOR,True,0,10,10
1042,ADJUDGES,ADJUDGES,True,0,8,8
1043,VOCABLES,VOCABLES,True,0,8,8
1044,MANNERS,MANNERS,True,0,7,7
1045,SURTITLE,SURFINE,False,3,8,7
1046,FEATURE,FEATURE,True,0,7,7
1047,OUNCES,OUNCES,True,0,6,6
1048,BUSBIES,BUSBIES,True,0,7,7
1049,DISESTEEM,DISESTEEM,True,0,9,9
1050,FLORETS,FLORETS,True,0,7,7
1051,CEREBELLUMS,COLEBELLANS,False,4,11,11
1052,LOOTING,LOOTING,True,0,7,7
1053,WATERWHEEL,WATERHELY,False,3,10,9
1054,SCOOPFUL,SCOOPFUL,True,0,8,8
1055,BANALITIES,BANALITIES,True,0,10,10
1056,CLANDESTINE,CLANDESTINE,True,0,11,11
1057,SQUEEGEEING,SQUEEGEEING,True,0,11,11
1058,APPROPRIATORS,APPROPRIATORS,True,0,13,13
1059,RECITALIST,RECITALIST,True,0,10,10
1060,PSYCHODRAMA,PSYCHODRAMA,True,0,11,11
1061,NOSILY,NOSILY,True,0,6,6
1062,APPALOOSA,APPALOOSA,True,0,9,9
1063,TAPATIO,TAPATIO,True,0,7,7
1064,EPISTLE,EPISTLE,True,0,7,7
1065,WRANGLERS,WRANGLERS,True,0,9,9
1066,DECOUPLES,DECOUPLES,True,0,9,9
1067,STUCCOES,STUCCOES,True,0,8,8
1068,PORN,PORN,True,0,4,4
1069,STOLIDER,STOLIDER,True,0,8,8
1070,CONAKRY,CONAKRY,True,0,7,7
1071,VANDALIZING,VANDALIZING,True,0,11,11
1072,FORUMS,FIARDS,False,4,6,6
1073,NOTCH,NOTCH,True,0,5,5
1074,TOUCHILY,TOUCINLY,False,2,8,8
1075,PLEATING,PLEATING,True,0,8,8
1076,SAVED,SAVED,True,0,5,5
1077,COLLATERALLY,COLLATERALLY,True,0,12,12
1078,INSIGNIFICANT,INSIGNIFICANT,True,0,13,13
1079,HUMERUS,HUMERUS,True,0,7,7
1080,STUMPY,STUMPY,True,0,6,6
1081,RECREATIONAL,RECREATIONAL,True,0,12,12
1082,RAISING,RAISING,True,0,7,7
1083,INTERMINGLES,INTERMINGLES,True,0,12,12
1084,BIDDLE,BIDDLE,True,0,6,6
1085,VEXATION,VEXATION,True,0,8,8
1086,MOMS,MOMS,True,0,4,4
1087,FASCIST,FASCIST,True,0,7,7
1088,SUBORN,SUBORN,True,0,6,6
1089,GENIALITY,GENIALITY,True,0,9,9
1090,LINESMEN,LINESMEN,True,0,8,8
1091,RHIZOMES,RHIZOMES,True,0,8,8
1092,EQUIDISTANTLY,COESMET,False,11,13,7
1093,SCALINESS,SCALINESS,True,0,9,9
1094,RECRUDESCED,RECRUDESCED,True,0,11,11
1095,BALLPOINTS,BALLPOINTS,True,0,10,10
1096,UNFROZE,UNFROZE,True,0,7,7
1097,DEPLANES,DEPLANES,True,0,8,8
1098,RELIVES,RELIVES,True,0,7,7
1099,OLIVIER,OLIVIER,True,0,7,7
1100,DOMESTICATED,DOMESTICATED,True,0,12,12
1101,ERADICATOR,ERADICATOR,True,0,10,10
1102,SHIRTLESS,SHIRTLESS,True,0,9,9
1103,TIMELIER,PATELINS,False,5,8,8
1104,NONAGENARIAN,NONAGENARIAN,True,0,12,12
1105,SMELLED,SMELLED,True,0,7,7
1106,LOGICIAN,LOGICIAN,True,0,8,8
1107,DYLAN,DYLAN,True,0,5,5
1108,EMBALMERS,EMBALMERS,True,0,9,9
1109,SQUIRES,SQUIRES,True,0,7,7
1110,TEMPTING,TEMPTING,True,0,8,8
1111,BOLSHEVISM,BOLSHEVISM,True,0,10,10
1112,COHERENTLY,COHERENTLY,True,0,10,10
1113,HORSEFLESH,HORSEFLESH,True,0,10,10
1114,ACCEPTANCE,ACCEPTANCE,True,0,10,10
1115,RUGGEDNESS,RUGGEDNESS,True,0,10,10
1116,LEAKIER,LEAKIER,True,0,7,7
1117,KEYPUNCHING,KEYPUNCHING,True,0,11,11
1118,MANNERED,MANNERED,True,0,8,8
1119,FASHIONERS,FASHIONERS,True,0,10,10
1120,MAILMEN,MAILMEN,True,0,7,7
1121,SOGGINESS,SOGGINESS,True,0,9,9
1122,ORNAMENTATION,CONAMENTATION,False,2,13,13
1123,DISHTOWELS,DISHTOWELS,True,0,10,10
